word,count
hangar,3
happen,185
happen:,2
happen;,1
happened,112
happening,86
happens,54
happens;,1
happier,1
happiness,1
happy,45
harbor,3
hard,86
harder,4
hardest,6
hardworking,3
harley,1
harleys,3
harm,2
harmony,1
harry,1
harsh,1
harvard,3
harwood,4
has,337
hasn,1
hasn’t,20
hat,9
hate,22
hated,6
hates,3
hating,1
hatred,10
hats,10
hatzalah,1
have,2264
have=,1
haven,1
haven’t,24
have…,1
have…treat,1
having,47
havoc,2
he,977
head,24
headache,2
headed,1
headlines,3
headq,1
heads,11
healing,2
health,15
healthy,3
heap,1
hear,62
heard,67
hearing,4
hears,1
heart,18
heartache,1
hearted,1
heartfelt,1
heat,18
heaven,1
heaven’s,5
heavily,1
heavy,1
hebrew,2
heck,1
heckler,1
hedge,4
heed,1
heh,3
heidi,1
height,2
heights,1
held,13
hell,64
hello,6
helmets,1
help,52
helped,15
helpf,1
helping,5
helpless,1
helplessly,1
hemisphere,1
henry,1
her,140
here,245
here;,1
here—in,1
here’s,53
heritage,1
hero,2
heroes,2
heroin,5
heroine,2
heros,1
hero’s,1
hers,2
her…she,1
hesitate,1
hey,24
hezbollah,1
he’d,7
he’ll,42
he’s,305
high,31
higher,16
highest,17
highly,17
highway,1
highways,7
hijackers,1
hijackists,1
hillary,155
hillary’s,6
hilt,1
hilton,1
him,229
him;,1
himself,4
him…he’s,1
hire,9
hired,1
hiring,2
his,146
hispanic,9
hispanics,31
hispanics—46%,1
histories,2
history,73
hit,45
hits,4
hitting,4
ho,69
hoax,4
hokey,1
hold,5
holding,4
hole,2
holiday,1
holidays,2
hollywood,2
holts,1
holy,1
home,40
homegrown,1
homeland,3
homes,1
hometown,2
honest,23
honestly,47
honesty,1
honey,4
honor,34
honor;,1
honorable,1
honored,16
honoring,1
honors,1
hood,1
hoosiers,2
hope,19
hopef,14
hoping,1
horrendo,2
horrible,75
horribly,3
horrific,1
horror,6
horse,5
hospital,7
hospitals,16
host,1
hostage,1
hostages,6
hostile,2
hostility,2
hosting,2
hot,4
hotcakes,1
hotel,21
hotels,3
hotel—i,1
how,281
however,7
how’s,3
hyatt,2
i,4960
icahn,16
ice,2
icide,1
ick,7
icker,1
ickest,1
ickly,28
iconic,2
idea,28
ideally,3
ideals,1
ideas,2
identified,2
identify,2
identity,2
ideology,1
idiots,1
idly,1
iet,3
ietly,3
if,590
ignorance,4
ignore,1
iii,2
ike,3
ild,136
ild;,2
ilder,6
ilding,89
ildings,12
ilds,3
ile,1
illegal,56
illegally,9
illicit,1
illinois,1
illness,1
ilt,55
ilty,4
imaginable,1
imagine,25
imbalance,16
immac,1
immediate,2
immediately,15
immigrant,10
immigrants,22
immigrated,2
immigration,98
impact,14
impartial,1
impatient,1
impediment,1
impenetrable,1
imperialists,1
impinged,1
implicated,2
import,1
important,98
importantly,24
importing,3
imports,4
impose,2
imposed,1
impossible,19
impressed,1
impression,1
impressionable,1
improved,1
in,2059
in:,1
ina,14
inappropriate,3
inc,2
incentive,4
incentivize,1
inch,2
inched,1
incident,1
incidents,1
incitement,1
incl,50
inclined,2
income,13
incomes,1
incoming,6
incoming…in,1
incompatible,2
incompetence,7
incompetent,18
incompetently,1
incomptent,1
inconceivable,1
incongr,1
incorrect,1
incorrectly,3
increase,12
increased,6
increases,3
incredible,140
incredible;,2
incredibly,4
ind,21
indeed,8
independence,4
independent,3
independents,4
india,1
indiana,35
indianapolis,2
indicted,1
indie,2
indirectly,1
individ,10
ined,1
ineq,1
inexpensively,1
inexperience,1
inexperienced,2
infectio,1
infl,6
inflation,1
information,6
informative,2
informed,2
infrastr,20
ing,12
ining,1
initially,2
initiative,2
inj,3
ink,2
inner,6
innipiac,2
innocent,2
ins,13
insane,4
inside,15
insider,2
insist,1
insisted,2
inspect,8
inspection,4
inspections,1
inspiration,1
inspire,1
inspiring,1
instance,11
instances,1
instead,22
instinct,4
instincts,1
instit,6
instr,6
integrity,2
intellect,2
intelligence,14
intelligent,1
intend,3
intended,1
intends,1
intense,1
intent,1
intention,1
intentions,1
interest,27
interested,6
interesting,34
interestingly,5
interests,44
international,8
internet,5
interpol,1
interr,6
intertwined,1
intervention,1
interventions,2
interview,6
interviewed,13
interviews,2
intimate,1
intimation,1
intimidate,1
intimidation,2
into,201
introd,3
invaded,2
inversion,6
inversions,9
invest,5
invested,3
investigation,2
investing,1
investment,1
investments,1
invitation,1
invite,3
invited,1
invites,1
involved,15
iowa,116
iowa’s,3
iphones,1
ipment,21
ipments,2
ipo,1
iq…in,1
iran,85
iran’s,6
iraq,72
ire,4
ired,1
ireland,5
ires,1
irrelevant,2
irs,4
is,1534
is;,1
ise,1
ish,1
isiana,2
isis,85
isis’s,1
isis…oh,1
islam,26
islamic,40
island,2
islands,3
isn,5
isn’t,31
isolationist,3
israel,82
israeli,1
israelis,1
israel’s,2
iss,24
it,2522
it!,2
it;,6
itar,1
ite,6
iting,1
its,54
itself,7
itting,2
it’d,3
it’ll,19
it’s,1104
ivalency,1
ivanka,22
ivanka’s,1
ivy,5
i’d,69
i’ll,161
i’m,770
i’ve,278
j,591
jab,1
jack,1
jacket,1
jacobs,1
jail,4
jailed,1
jails,6
james,1
jamiel,5
jan,2
janet,2
japan,66
japanese,2
japan’s,1
jared,7
jay,1
jealo,1
jeb,41
jeb’s,1
jeep,3
jeeps,2
jeff,10
jefferson,3
jeffress,1
jeopardy,2
jer,1
jeremy,1
jerry,8
jersey,10
jet,1
jets,7
jewish,13
jews,5
jihad,5
jo,14
job,112
job;,1
jobs,188
jobs;,2
job…and,1
joe,13
john,26
johnson,9
join,5
joined,1
joining,2
joint,2
jointly,2
joke,3
joked,1
joking,5
jokingly,3
jolted,3
jones,1
jordan,1
jose,2
jr,5
jv,3
k,5
kanye,3
karen,1
kasich,10
kasich’s,1
kate,7
katie,2
ke,2
keep,77
keeping,2
keeps,2
keep—as,1
kennedy,1
kent,1
kenya,1
kept,13
kerry,12
kes,1
keystone,8
kick,3
kicked,1
kicking,1
kicks,4
kid,1
kidding,9
kids,21
kill,21
killed,42
killed…they,1
killer,11
killers,8
killing,32
killings,1
kind,58
kinds,1
king,4
kissed,1
knew,48
knife,1
knight,9
knock,20
knocked,4
knocking,4
knocks,1
know,1314
know;,1
knowing,2
knowledge,2
known,16
knows,45
koch,1
komats,8
korea,34
kpzcompanies,1
kraine,7
kristol,3
kristol’s,1
l,247
la,26
label,1
labor,8
lace,1
lack,3
lacked,1
lacks,4
laden,1
ladies,8
lag,1
lago,3
laid,1
lake,3
lakes,1
lambasted,1
lances,1
land,10
landed,1
landscape,3
landscaping,1
landslide,12
landslides,5
lang,2
lar,15
lara,1
large,17
largely,6
larger,2
largest,26
larity,1
larly,2
larry,1
las,3
last,109
lasted,3
lasting,1
late,21
lately,2
later,22
latin,2
lation,14
lations,16
lative,1
latively,1
lator,1
lators,2
latory,3
lavish,1
law,32
lawf,1
lawn,1
laws,27
lawyer,1
lawyers,4
lax,2
ld,641
ldn,6
ldn’t,152
ld—they,1
ld’ve,8
le,11
lead,19
leader,17
leaders,56
leadership,39
leading,54
leads,1
leag,17
leaps,1
learned,18
learning,2
leases,1
least,24
leave,54
leave!,1
leaves,3
leaving,48
lebanon,2
lebron,1
led,9
lee,1
left,75
lefthand,1
leg,1
legacies,1
legacy,2
legal,10
legally,18
legendary,2
legitimately,1
legs,1
leno,1
lens,1
lent,1
les,9
lesbian,4
less,49
let,159
letter,17
letterman,1
letters,14
letting,9
let’s,54
level,24
levels,3
leverage,4
lewandowski,1
lf,9
lg,3
lgbt,5
liabilities,1
liani,1
liar,2
liars,1
libelo,1
liberal,9
liberals,2
liberty,8
libya,13
libyan,1
license,1
licensing,1
lie,20
lie:,1
lied,6
lies,12
life,62
lifelong,1
lifestyle,1
lifetime,5
lift,2
lifted,2
lightly,1
lights,1
lightweight,2
like,626
like;,1
liked,11
liked…so,1
likes,13
likewise,9
liking,2
limba,4
limitations,4
limits,1
lincoln,3
lindsey,5
line,31
line;,1
lined,2
lines,6
lings,1
list,8
listen,14
listened,1
listening,1
litany,1
literally,14
little,145
live,36
lived,3
lives,28
living,13
ll,56
lled,7
llet,1
llets,6
lly,37
lminate,1
lo,26
load,2
loaded,4
loan,4
loans,4
lobbied,1
lobbies,2
lobby,1
lobbyist,6
lobbyists,22
local,15
localized,1
locally,6
located,1
location,11
locations,2
logic,1
long,101
longer,24
longest,4
longstanding,1
look,398
look!,3
looked,17
looking,47
looks,18
loopholes,3
loose,1
loosen,1
lorne,2
los,14
lose,49
loser,5
losers,3
loses,3
losing,41
loss,11
losses,1
lost,47
lost;,2
lot,377
lots,20
lotto,1
lot…and,1
love,275
loved,9
lovely,1
loves,15
loving,1
low,25
lower,13
lowered,1
lowering,5
lowest,2
loyal,8
loyalty,3
lse,4
lt,26
ltaneo,1
ltant,1
ltants,2
lted,5
lties,2
ltimate,3
ltimately,7
lting,3
lts,9
lty,3
ly,22
lying,2
lyin’,7
lyndon,3
l…,1
m,519
macarth,9
machine,2
mackeral,1
macy’s,3
made,123
made!,1
maepgessenger,1
magazine,22
magazines,1
magazine…they,1
magic,5
magically,1
magic…tr,1
magnificent,6
magnified,1
mail,3
mails,11
main,4
maine,1
mainstream,8
maintains,1
major,18
majority,20
make,348
maker,2
makers,2
makes,28
make…can,1
making,67
male,2
man,104
manage,1
managed,1
manager,2
managers,1
manassas,1
mandate,1
mane,1
manely,1
manhattan,8
maniac,5
maniacs,1
manip,3
manitarian,2
manity,1
mankind,2
manner,1
mantle,2
many,366
man’s,2
man…abo,1
mar,3
march,1
marches,2
marco,23
marco’s,2
marginalize,4
marginalizing,3
margins,2
marianas,1
marine,4
mark,8
market,5
markets,4
marks,1
marksmen,1
marriage,2
married,9
marshal,2
martyrs,1
mary,3
maryanne,1
maryland,3
mass,4
massach,4
masses,1
massive,48
massively,2
mastermind,6
masterminds,3
masters,1
match,1
material,1
materials,1
mathematically,1
mathematics,1
matt,1
matter,32
matthews,1
mavericks,1
max,1
maxed,1
may,37
maybe,114
mayor,3
mb,8
mber,153
mbered,1
mbers,83
mbers!,1
mbers—who,1
mbest,5
mbling,4
mccain,5
mccain;,2
mcconnell,4
mcdonald,1
mcla,3
me,745
me;,3
mean,327
meaning,14
means,45
meant,10
meantime,4
meanwhile,1
meas,1
mechanically,1
media,27
media:,1
media’s,1
medicaid,4
medical,3
medicare,18
medicare;,1
medieval,1
meet,6
meeting,13
meetings,3
meets,1
melania,11
melissa,5
member,3
members,8
memo,4
memorial,2
memory,1
men,9
ment,2
mentality,1
mentation,4
mented,1
mention,34
mentioned,11
mentioning,2
mentions,2
ments,6
mercedes,2
merchandise,2
merely,1
merkel,2
mero,1
merry,11
mess,25
message,14
messenger,12
messenger…,1
messing,2
met,23
metro,1
mettle,1
mexican,18
mexicans—many,1
mexico,153
mexico;,1
mexico’s,5
mexico…do,1
miami,2
michaels,2
michigan,7
michigan—the,1
microphone,1
mid,1
middle,65
midst,1
midwest,2
might,30
migrants,4
migration,11
migrations,1
mike,22
mildly,1
mile,1
miles,20
miliation,1
miliations,1
militarily,8
militaristic,3
military,115
milk,1
million,188
millions,107
min,31
mind,15
minds,6
mindset,7
mine,34
mined,1
minerals,4
miners,8
mines,2
ming,2
mini,1
minim,2
minister,3
ministers,3
minnesota,3
minor,4
mis,1
misinterpretation,1
misled,1
miso,1
misrepresentation,1
miss,8
missile,2
missiles,8
missing,7
mission,6
missions,2
misspoke,1
mistake,8
mistakes,7
mistreated,4
mit,1
mitch,4
mitt,14
mmary,1
mmer,3
mmies,2
mming,3
mmit,2
mmits,1
mmy,1
mn,2
mns,1
mo,13
mobile,6
mocked,1
mode,1
moderators,1
modern,3
modernization,1
modestly,1
moines,6
mom,2
moment,15
moments,4
mommy,1
moms,2
monday,2
money,390
money;,1
moneys,1
monkey,1
monmo,9
monster,4
monstro,1
montana,2
month,19
months,48
months;,1
moon,1
moral,2
morally,1
moratori,1
more,272
more…i,1
morning,22
moron,2
mortagage,1
mosq,8
most,109
mostly,13
mother,5
motions,3
motives,1
motor,4
motorcycle,5
motorcycles,2
move,39
moved,12
movement,25
movement;,1
moves,3
movie,2
moving,33
mp,268
mp:,15
mp;,1
mped,2
mping,5
mps,7
mption,2
mp’s,7
mr,52
mrs,3
ms,9
msnbc,1
mstance,4
mstances,1
mvees,1
my,365
myself,19
myself;,1
més,1
n,449
nabisco,9
nabisco’s,1
nable,2
nabsico,1
nacceptable,2
nafta,20
nah,1
nails,1
nam,1
name,40
named,5
names,18
nanimo,1
nascar,6
nashltionally,1
nashville,11
nastiest,2
nastily,1
nasty,12
nat,9
nately,4
nation,46
national,15
nationally,1
nations,12
nationwide,6
nation’s,3
nato,18
nato’s,1
navy,1
nazis,1
nbc,17
nbelievable,53
nbelievably,9
nbreakable,2
nce,8
nced,31
ncement,6
ncer,2
ncers,1
nces,6
nch,7
ncher,1
nches,1
ncil,2
ncing,1
ncle,1
ncles,1
nconditionally,1
nctional,2
nd,109
ndamental,1
ndamentalists,1
ndant,1
ndation,7
nday,1
ndbite,1
nded,23
nder,46
ndergro,1
ndermine,2
nderneath,1
nders,1
nderstand,85
nderstanding,2
nderstands,8
nderstand…he’s,1
nderstood,1
nding,35
ndits,12
ndo,3
ndoc,1
ndraiser,2
ndraisers,5
ndred,4
ndreds,40
nds,19
nd…b,1
ne,41
near,4
nearly,8
nebraska,1
necessarily,6
necessary,3
need,186
needs,18
negative,33
negatively,1
negligence,1
negotiate,26
negotiated,7
negotiates,2
negotiating,13
negotiation,14
negotiations,3
negotiator,12
negotiators,16
neighbor,3
neither,2
nemployment,17
nervo,4
net,8
netanyah,2
network,2
networks,8
nevada,20
never,287
never;,1
nevertheless,2
new,157
newcomer,1
newest,1
news,15
newscasts,1
newspaper,3
newspapers,2
newt,2
nexpected,1
next,54
nfair,23
nfairly,1
nfort,3
nfriendly,3
ng,45
nged,1
nger,1
ngstown,1
nhappy,1
nheard,3
nice,147
nicely,10
nicer,2
nicest,1
nickla,1
nified,3
nifier,7
niform,1
niforms,1
nify,3
night,50
night!,1
nightcl,5
nightmare,1
nights,1
nine,23
nion,3
nions,3
niq,2
nism,3
nist,1
nit,1
nite,2
nited,128
nities,21
nity,34
niversal,1
niverse,6
niversity,9
niversity—do,1
niversity’s,1
nivision,8
nixon,1
nj,1
nk,8
nleash,3
nleashed,4
nless,23
nlike,4
nlimited,3
nnecessary,1
nned,1
nnels,2
nner,3
nning,64
nny,9
nny;,1
no,484
no!,3
noble,1
nobody,147
nobody’s,21
noisy,7
nominated,1
nomination,9
nominee,2
non,3
none,11
nonsense,6
normal,5
normally,3
north,17
northern,1
norway,4
not,962
not;,1
notch,1
note,4
notes,2
nothing,111
nothing’s,1
notice,10
noticed,6
notices,2
notified,1
november,4
now,516
now!,1
nowhere,3
now…it,1
now…one,1
nprecedented,2
npredictability,1
npredictable,11
nq,2
nra,4
nreal,1
nrest,2
ns,42
nsalvageable,1
nstable,2
nt,28
ntable,2
ntain,1
ntants,7
nted,1
nteers,3
nter,3
nthinkable,4
nthinkable;,1
ntil,25
nting,6
ntries,85
ntry,528
ntry;,1
ntry—they,1
ntry’s,6
nts,8
nwanted,1
nways,1
nyielding,1
o,1599
obama,110
obamacare,53
obamacare’s,1
obama’s,8
obey,1
obligation,3
obselete,1
observe,2
obsolete,4
obstacles,1
obvio,10
occasions,1
ocean,2
odd,1
odds,1
odierno,1
of,2952
off,86
off;,1
offense,2
offer,2
offered,2
offering,2
office,48
officially,1
officials,5
offs,1
offshore,2
often,4
of’,1
oh,152
ohio,12
oil,69
oil!,1
ok,60
okay,197
oklahoma,6
old,46
older,2
oldest,1
ole,2
olmert,1
olympics,1
omnib,2
on,733
once,24
one,594
one:,1
one;,3
onero,2
ones,31
one’s,3
online,3
only,157
onstage,1
onto,4
opec,1
open,28
opened,2
opening,6
openly,1
operate,1
operating,1
opinion,20
opponent,1
opponents,3
opport,7
oppose,1
opposed,6
opposite,13
opposition,2
oppress,2
oppressive,4
opry,2
options,2
or,346
order,45
ordered,4
ordering,1
orders,11
ordierno,1
oreo,1
oreos,4
organization,8
organizations,3
orientation,3
orientations,1
original,3
originally,4
orlando,12
orlando’s,1
osama,1
ote,2
other,278
others,26
otherwise,5
oval,1
over,320
overall,4
overd,2
overrated,6
overriding,1
overseas,19
oversees,1
overstay,2
overt,2
overthrow,4
overwhelming,2
over…,1
owe,43
own,48
owned,6
owner,1
owners,3
owners;,1
ozone,2
o’clock,1
o’malley,1
o’reilly,1
p,748
pa,14
pac,17
pacific,6
pack,4
package,1
packed,8
pacs,20
pact,1
pad,1
page,18
pageant,2
pages,4
paid,16
painted,1
painting,1
pakistan,3
palestine,3
palestinian,7
palestinians,4
palin,6
pam,1
pan,3
pander,1
paper,3
papers,15
paperwork,5
parade,4
paragraph,1
paramo,1
parent,2
parenthood,4
parents,18
paris,31
park,4
parking,1
part,31
part:,1
partial,1
partially,1
partic,12
participant,1
participants,1
participation,2
parties,6
partner,2
partners,1
partnership,12
partnerships,1
partnership”,1
parts,10
party,61
pass,1
passage,1
passed,3
passion,1
passports,2
past,5
pastor,1
pastors,5
patches,1
patents,1
path,8
patients,2
patrick,1
patriots,1
patrol,9
patsy,1
pattern,1
patton,10
patton…b,1
pawn,1
pawns,2
pay,114
paycheck,1
paying,34
pays,4
pbeat,1
pbs,1
peace,20
peacef,5
peacemaker,1
pean,12
pearl,3
pee,4
pelley,1
penalty,2
pence,16
penchant,2
penn,1
pennsylvania,20
penny,1
pension;,1
pensions,1
pentagon,1
people,1327
people!,1
people:,1
people;,3
peoples’,1
people’s,6
per,39
percent,55
percentage,4
percentages,1
perfect,11
perfectly,2
perfect…,1
perhaps,15
period,30
perior,2
periority,1
perishable,1
perlm,1
permanently,2
permission,1
permit,6
perpetrated,3
perpower,1
perry,4
pers,1
persec,3
persede,1
persians,4
person,128
personal,10
personally,2
persons,2
person’s,1
pertain,1
pertains,1
pertinent,1
pervisor,1
petrae,5
petrified,1
petty,1
pew,3
pfizer,6
pfizer’s,1
pgrade,1
ph,15
pharmace,2
phase,3
phenomenal,16
phenomenol,1
phenomenon,4
phenomenons,2
phil,6
philosophical,1
phoenix,2
phone,3
phones,2
phony,9
photo,2
photographer,1
photographic,1
phrase,1
physicists,1
physics,1
pick,8
picked,5
picketing,2
picking,3
picks,1
pict,16
pid,64
pidity,8
pidly,4
piece,9
piggy,3
pil,8
pilot,1
pilots,2
pils,1
pipe,1
pipeline,7
piter,1
pittsb,2
pl,6
place,118
placed,1
places,49
plaintiff,2
plan,36
plane,8
planes,8
planes…more,1
planet,3
planned,5
planning,3
plans,12
plant,24
plants,14
plaq,2
plastic,1
platea,6
platform,1
play,12
played,2
player,5
playing,8
ple,59
please,25
pledge,21
pledges,1
pledging,1
plenty,9
pliblg,1
pling,1
plot,2
po,34
pocket,2
pockets,4
podi,3
point,33
pointed,3
pointing,4
points,20
poisono,1
poker,1
poland,1
police,25
policemen,2
policies,16
policy,59
political,44
politically,17
politician,20
politician;,1
politicians,78
politics,20
politics;,2
poll,109
polled,5
polling,6
polls,65
pollster,3
pollsters,1
pomp,2
pon,3
poor,18
poorest,1
poorly,8
pop,12
pope,5
port,1
portions,2
portrays,1
pose,1
poses,1
position,12
positions,2
positive,11
positively,1
possibilities,1
possible,28
possibly,11
post,7
posted,1
potatoes,3
potential,10
potentially,3
potholes,1
potomac,2
poverty,7
power,43
powerf,26
powerless,1
powers,2
pp,2
pper,2
ppet,1
ppets,1
ppliers,1
pply,4
pport,66
pported,8
pporter,3
pporters,3
pporter’s,1
pporting,6
pportive,6
pports,7
ppose,2
pposed,49
ppp,5
ppress,2
practical,3
practically,6
practice,1
practiced,1
practices,1
praised,1
pray,4
prayed,1
prayer,1
pre,1
preach,2
preachers,2
precedent,1
precio,1
precisely,1
predecessor,1
predict,2
predictable,3
predicted,2
predicting,1
predictions,1
predictor,1
predominant,1
preface,1
prefer,1
preference,2
pregnant,1
preme,9
premi,5
preparation,1
prepared,8
preparedness,2
preparing,1
prepostero,1
presbyterian,3
present,2
preserve,2
preserving,1
presidency,6
president,204
presidential,12
presidents,2
president’s,1
press,98
press;,1
prestigio,2
pretend,3
pretty,48
pretzel,1
prevent,7
previo,3
price,4
prices,1
price—not,1
pride,1
prieb,2
primaries,3
primarily,1
primary,14
prime,3
primetime,2
princeton,1
principals,3
principle,2
principles,3
printing,2
prior,1
priorities,1
priority,2
prison,4
prisoners,25
prisoners;,1
private,16
privatization,2
privilege,2
privileges,1
privileges;,1
prizefighter,1
pro,45
probably,119
problem,118
problems,58
process,32
prod,26
professionally,1
professionals,3
professor,1
professors,1
profile,4
profiling,7
profits,5
prognosticator,1
program,6
programs,4
progress,2
progressive,3
prohibited,1
project,2
projected,2
projects,3
proliferation,2
promise,19
promised,4
promises,1
promote,1
promotes,2
promoting,3
promotion,1
proof,1
proper,5
properly,15
properties,1
property,5
proportion,1
proportionately,1
proposal,2
proposed,1
pros,1
prosec,1
prospect,1
prosper,2
prospered,1
prosperity,4
prospero,9
protect,59
protected,18
protecting,8
protection,6
protections,2
protective,1
protest,4
protestant,1
protester,10
protesters,4
protesting,2
protests,1
prove,1
proved,1
proven,7
provide,5
provided,3
provides,1
provision,2
provisions,1
ps,46
pset,8
pside,1
pstairs,4
pstairs…,1
psychology,2
pt,21
ptcy,1
pted,6
pting,1
ption,6
ptness,1
q,155
q&a,1
qaeda,1
qatar,8
r,1637
r:,1
ra,1
rable,1
race,25
racial,3
racially,2
radar,1
radical,57
radicalism,2
radicalization,4
radicalized,13
radio,2
rage,10
raging,1
railed,1
railroad,1
rails,2
railways,1
rainy,1
raise,29
raised,25
raises,5
raising,10
ral,9
rallies,2
rally,1
ralph,1
ram,1
ramos,2
ramp,4
rampant,2
ramps,2
ran,10
rance,3
rancic,1
rand,7
random,1
randomness,1
randy,1
range,1
ranked,7
rant,1
ranting,1
raped,4
rapidly,10
rapists,3
rasm,2
rate,24
rated,6
rately,1
rates,10
rather,14
ratified,1
rating,3
ratings,5
rational,1
rattlesnake,1
rave,2
ray,1
rbank,2
rce,2
rces,4
rchase,2
rchasers,1
rches,1
rd,1
rday,4
rdays,1
rden,7
rdens,1
rder,6
rdered,5
rderers,1
rders,3
re,415
rea,8
reach,3
reached,2
read,37
read:,1
reading,5
ready,16
reagan,4
real,75
realize,6
realized,1
realizes,1
really,338
reason,46
reasonable,3
reasons,38
reassessment,1
reb,33
rebalancing,1
rebels,1
recap,1
receive,1
received,21
recent,11
recently,28
recipients,1
reckless,1
recognize,1
recognized,1
recognizes,1
recommissioning,1
reconsider,1
record,26
recorded,2
records,4
recover,2
recovered,1
recovering,1
recr,1
red,43
redo,1
ref,33
refer,1
reference,3
referred,1
referring,5
reflected,2
reflective,1
reform,5
reforms,1
reg,19
regain,1
regard,2
regime,7
regimes,2
region,10
regional,1
register,5
registered,2
registering,1
reilly,2
reimb,2
rein,2
reince,4
reinvigorate,1
reject,4
rejected,2
rel,2
related,2
relates,1
relations,4
relationship,18
relationships,11
relatively,1
relatives,2
relax,3
release,3
released,1
releasing,2
relentless,1
reliable,3
relief,3
religio,5
religion,8
rely,3
relying,2
remain,7
remaining,1
remains,2
remake,1
remarks,3
remedy,1
remember,136
remember:,1
remembers,1
remind,1
removed,1
rendering,2
renderings,1
renegotiate,6
renegotiation,1
renew,1
renewal,4
renewed,2
renewing,1
rent,4
rep,82
repaid,1
repatriation,2
repeal,7
repealed,6
repealing,4
repeated,1
repeatedly,2
replace,9
replaced,7
replaces,1
replacing,1
report,23
reported,7
reporter,13
reporters,8
reporting,5
reports,1
represent,6
representative,3
representatives,1
represented,1
representing,10
repressive,2
reptile,1
req,9
rer,5
rers,1
res,26
research,5
resect,1
reservations,1
reserve,1
reserves,6
reso,4
resol,4
resolving,1
resonants,1
resonated,1
resonating,1
respect,48
respected,20
respectf,1
respects,8
respond,9
responded,4
response,15
responsibility,4
responsible,7
rest,7
restraining,2
restraint,1
restrict,2
restrictions,1
ret,12
retire,1
retired,1
retiring,2
retrib,1
retweeted,1
reveal,1
reven,1
reverse,5
reversing,1
review,1
reviewed,1
reviewing,2
reviews,3
revived,1
revoke,1
revoked,1
revol,1
reward,2
rewarded,1
rewards,1
reyes,2
rface,1
rga,1
rge,7
rgh,2
rging,3
rhetoric,1
rich,52
richard,3
richer,1
richest,2
rickles,4
rid,57
ride,4
rides,1
ridic,10
riding,1
rifle,2
rifles,1
rigged,28
right,500
right!,1
rights,6
rinas,1
ring,78
rink,1
rio,1
rip,6
ripped,9
ripping,13
rips,1
rise,4
rises,1
rising,2
risk,4
risking,1
risky,1
rity,65
rity;,2
rivals,2
rke,1
rkey,4
rmoil,1
rn,49
rnal,8
rnalists,1
rnament,4
rnaro,1
rnberry,3
rnc,5
rned,29
rnett,3
rney,5
rning,8
rno,4
rns,3
ro,18
road,2
roads,8
roadways,4
roast,1
robert,2
roberts,3
robin,1
robocalls,1
rocket,4
rockets,1
role,3
roll,1
rolling,1
rolls,2
romney,19
romney;,1
romneycare,1
romney’s,1
ronald,2
roof,9
room,53
rooms,3
rope,6
ropean,3
roped,1
rose,2
rotten,5
row,3
royce,1
rpl,2
rpose,4
rposely,1
rposes,3
rprise,2
rprised,10
rprising,2
rprisingly,2
rray,1
rray’s,1
rrencies,3
rrency,16
rrender,6
rrent,13
rrently,4
rried,1
rro,3
rs,35
rse,19
rself,12
rselves,9
rsement,1
rses,7
rst,1
rt,25
rteenth,1
rth,4
rther,10
rtle,2
rts,3
rvat,1
rveillance,1
rvey,1
rvive,2
rvives,1
rvivor,1
rvivors,1
ry,7
ryan,5
rés,1
s,1436
s!,1
s;,2
sa,28
sachs,2
sacrifices,1
sad,24
saddam,1
sades,1
sadly,2
safe,28
safer,5
safety,7
said,772
said:,1
said—,1
sail,1
sailors,2
sake,4
sal,3
salaries,3
salem,1
sales,2
salient,1
same,78
sams,4
san,22
sanctions,8
sand,5
sanders,11
sanders’s,1
sands,110
sap,1
sarah,7
sarah’s,1
sarasota,1
sarcastic,2
sarcastically,1
sat,6
satisfied,1
savage,2
save,30
saved,14
saving,3
savings,1
saw,89
say,511
saying,128
says,56
sband,9
sband’s,2
sc,4
scam,6
scammers,1
scams,2
scandal,4
scare,2
scared,2
scary,2
scattered,1
scc,1
scene,1
sch,7
sched,9
scholars,2
school,14
schools,16
scitate,1
score,1
scores,2
scorn,2
scorned,1
scotland,5
scott,12
scr,3
scream,1
screamed,1
screaming,13
screen,6
screening,4
screens,1
screwed,2
se,958
sea,8
sealed,1
seams,1
search,2
seas,1
season,3
seats,2
sec,75
second,97
secondly,3
seconds,8
secret,6
secretary,23
secrets,4
section,3
sections,2
sector,2
sed,84
see,289
see;,1
seeded,1
seeing,9
seek,2
seem,1
seemed,2
seems,5
seen,114
sees,2
sef,1
segments,2
selectively,1
seless,2
self,37
sell,29
selling,18
sells,3
semi,1
semicond,2
sen,3
senate,12
senator,10
senators,13
send,44
sending,21
sends,7
sense,39
senseless,1
sent,29
sentence,5
separate,3
separately,3
separating,1
september,9
ser,2
sergeant,10
series,2
serio,34
sers,1
serta,1
serve,3
served,3
server,3
serves,2
service,10
servicemen,1
services,6
serving,1
ses,22
sessions,9
set,15
sets,7
setting,3
settle,5
settled,2
setts,4
seven,18
seven:,1
seventy,1
several,1
severely,1
sex,4
sexism,3
sh,62
shake,4
shaking,2
shall,1
shambles,1
shame,5
shamed,1
shape,13
share,7
shared,4
shareholders,1
shares,1
sharia,8
sharon,6
sharons,1
sharp,1
sharper,3
sharply,1
shaw,1
she,298
shed,9
sheriff,10
shes,3
she’d,2
she’ll,3
she’s,89
she…,1
shield,1
shing,6
ship,9
shipped,2
ships,21
shirts,2
shner,1
sho,185
shocked,3
shocking,2
shockingly,1
shoot,2
shooter,4
shooters,1
